Dataset,Threshold,Accuracy,Precision,Recall,F1 Score,F2 Score,Classification Report,Confusion Matrix,True Positive Category Counts
../data/labeled_data_small_123.csv,0.32,0.6933333333333334,0.7947953374898347,0.6933333333333334,0.6644621668936005,0.6681135490197492,"               precision    recall  f1-score   support

    Offensive       0.62      0.99      0.76       150
Non-Offensive       0.97      0.40      0.57       150

     accuracy                           0.69       300
    macro avg       0.79      0.69      0.66       300
 weighted avg       0.79      0.69      0.66       300
","[[148   2]
 [ 90  60]]",TOXICITY: 147; SPAM: 1
../data/labeled_data_small_123.csv,0.34,0.7,0.7979343220338984,0.7,0.6731393152873952,0.6760174669971752,"               precision    recall  f1-score   support

    Offensive       0.63      0.99      0.77       150
Non-Offensive       0.97      0.41      0.58       150

     accuracy                           0.70       300
    macro avg       0.80      0.70      0.67       300
 weighted avg       0.80      0.70      0.67       300
","[[148   2]
 [ 88  62]]",TOXICITY: 147; SPAM: 1
../data/labeled_data_small_123.csv,0.36,0.71,0.8026711933892767,0.71,0.6859621470082179,0.6878058569754738,"               precision    recall  f1-score   support

    Offensive       0.64      0.99      0.77       150
Non-Offensive       0.97      0.43      0.60       150

     accuracy                           0.71       300
    macro avg       0.80      0.71      0.69       300
 weighted avg       0.80      0.71      0.69       300
","[[148   2]
 [ 85  65]]",TOXICITY: 147; SPAM: 1
../data/labeled_data_small_123.csv,0.38,0.7166666666666667,0.788888888888889,0.7166666666666667,0.6977777777777777,0.6986531986531986,"               precision    recall  f1-score   support

    Offensive       0.64      0.97      0.77       150
Non-Offensive       0.93      0.47      0.62       150

     accuracy                           0.72       300
    macro avg       0.79      0.72      0.70       300
 weighted avg       0.79      0.72      0.70       300
","[[145   5]
 [ 80  70]]",TOXICITY: 142; PROFANITY: 2; SPAM: 1
../data/labeled_data_small_2025.csv,0.3,0.64,0.7695994522423827,0.64,0.5908264295817337,0.6035339070917409,"               precision    recall  f1-score   support

    Offensive       0.58      0.99      0.73       150
Non-Offensive       0.96      0.29      0.45       150

     accuracy                           0.64       300
    macro avg       0.77      0.64      0.59       300
 weighted avg       0.77      0.64      0.59       300
","[[148   2]
 [106  44]]",TOXICITY: 148
../data/labeled_data_small_2025.csv,0.32,0.6466666666666666,0.7728174603174603,0.6466666666666666,0.6004824363033318,0.6117414362719528,"               precision    recall  f1-score   support

    Offensive       0.59      0.99      0.74       150
Non-Offensive       0.96      0.31      0.46       150

     accuracy                           0.65       300
    macro avg       0.77      0.65      0.60       300
 weighted avg       0.77      0.65      0.60       300
","[[148   2]
 [104  46]]",TOXICITY: 148
../data/labeled_data_small_2025.csv,0.34,0.6566666666666666,0.7775809118828254,0.6566666666666666,0.6147084128231025,0.6239788745773016,"               precision    recall  f1-score   support

    Offensive       0.59      0.99      0.74       150
Non-Offensive       0.96      0.33      0.49       150

     accuracy                           0.66       300
    macro avg       0.78      0.66      0.61       300
 weighted avg       0.78      0.66      0.61       300
","[[148   2]
 [101  49]]",TOXICITY: 148
../data/labeled_data_small_2025.csv,0.36,0.66,0.7791563275434242,0.66,0.6193840489576595,0.6280385461280241,"               precision    recall  f1-score   support

    Offensive       0.60      0.99      0.74       150
Non-Offensive       0.96      0.33      0.50       150

     accuracy                           0.66       300
    macro avg       0.78      0.66      0.62       300
 weighted avg       0.78      0.66      0.62       300
","[[148   2]
 [100  50]]",TOXICITY: 148
../data/labeled_data_small_2025.csv,0.38,0.6766666666666666,0.7795555242984739,0.6766666666666666,0.6439016630159449,0.6494228815684774,"               precision    recall  f1-score   support

    Offensive       0.61      0.98      0.75       150
Non-Offensive       0.95      0.37      0.54       150

     accuracy                           0.68       300
    macro avg       0.78      0.68      0.64       300
 weighted avg       0.78      0.68      0.64       300
","[[147   3]
 [ 94  56]]",TOXICITY: 146; PROFANITY: 1
../data/labeled_data_small_6556.csv,0.3,0.5933333333333334,0.7448694029850745,0.5933333333333334,0.5189021504810979,0.5449381671819401,"               precision    recall  f1-score   support

    Offensive       0.55      0.99      0.71       150
Non-Offensive       0.94      0.20      0.33       150

     accuracy                           0.59       300
    macro avg       0.74      0.59      0.52       300
 weighted avg       0.74      0.59      0.52       300
","[[148   2]
 [120  30]]",TOXICITY: 145; SPAM: 3
